Level,Group,Task,Model,Metric,Unit,AvailableFlightCount,MissingFlightCount,MeanOfFlightMetric,StdOfFlightMetric,MinFlightMetric,MaxFlightMetric,P50FlightMetric,P90FlightMetric,P95FlightMetric,Status
flight,const4-trial5-traj1,tdoa,cnn2,mae_m,m,1,0,0.1737,0,0.1737,0.1737,0.1737,0.1737,0.1737,available
flight,const4-trial5-traj1,position,raw,rmse_m,m,1,0,0.5284,0,0.5284,0.5284,0.5284,0.5284,0.5284,available
flight,const4-trial5-traj1,position,fnn,rmse_m,m,1,0,0.3193,0,0.3193,0.3193,0.3193,0.3193,0.3193,available
flight,const4-trial5-traj1,position,cnn1,rmse_m,m,1,0,0.3343,0,0.3343,0.3343,0.3343,0.3343,0.3343,available
flight,const4-trial5-traj1,position,cnn2,rmse_m,m,1,0,0.3385,0,0.3385,0.3385,0.3385,0.3385,0.3385,available
flight,const4-trial5-traj1,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj1,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj1,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj1,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj2,tdoa,raw,rmse_m,m,1,0,0.3672,0,0.3672,0.3672,0.3672,0.3672,0.3672,available
flight,const4-trial5-traj2,tdoa,fnn,rmse_m,m,1,0,0.3059,0,0.3059,0.3059,0.3059,0.3059,0.3059,available
flight,const4-trial5-traj2,tdoa,cnn1,rmse_m,m,1,0,0.3007,0,0.3007,0.3007,0.3007,0.3007,0.3007,available
flight,const4-trial5-traj2,tdoa,cnn2,rmse_m,m,1,0,0.3119,0,0.3119,0.3119,0.3119,0.3119,0.3119,available
flight,const4-trial5-traj2,tdoa,raw,mae_m,m,1,0,0.2168,0,0.2168,0.2168,0.2168,0.2168,0.2168,available
flight,const4-trial5-traj2,tdoa,fnn,mae_m,m,1,0,0.1878,0,0.1878,0.1878,0.1878,0.1878,0.1878,available
flight,const4-trial5-traj2,tdoa,cnn1,mae_m,m,1,0,0.1744,0,0.1744,0.1744,0.1744,0.1744,0.1744,available
flight,const4-trial5-traj2,tdoa,cnn2,mae_m,m,1,0,0.1857,0,0.1857,0.1857,0.1857,0.1857,0.1857,available
flight,const4-trial5-traj2,position,raw,rmse_m,m,1,0,0.5332,0,0.5332,0.5332,0.5332,0.5332,0.5332,available
flight,const4-trial5-traj2,position,fnn,rmse_m,m,1,0,0.3746,0,0.3746,0.3746,0.3746,0.3746,0.3746,available
flight,const4-trial5-traj2,position,cnn1,rmse_m,m,1,0,0.3892,0,0.3892,0.3892,0.3892,0.3892,0.3892,available
flight,const4-trial5-traj2,position,cnn2,rmse_m,m,1,0,0.3903,0,0.3903,0.3903,0.3903,0.3903,0.3903,available
flight,const4-trial5-traj2,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj2,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj2,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj2,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj3,tdoa,raw,rmse_m,m,1,0,0.3185,0,0.3185,0.3185,0.3185,0.3185,0.3185,available
flight,const4-trial5-traj3,tdoa,fnn,rmse_m,m,1,0,0.2618,0,0.2618,0.2618,0.2618,0.2618,0.2618,available
flight,const4-trial5-traj3,tdoa,cnn1,rmse_m,m,1,0,0.26,0,0.26,0.26,0.26,0.26,0.26,available
flight,const4-trial5-traj3,tdoa,cnn2,rmse_m,m,1,0,0.2772,0,0.2772,0.2772,0.2772,0.2772,0.2772,available
flight,const4-trial5-traj3,tdoa,raw,mae_m,m,1,0,0.198,0,0.198,0.198,0.198,0.198,0.198,available
flight,const4-trial5-traj3,tdoa,fnn,mae_m,m,1,0,0.171,0,0.171,0.171,0.171,0.171,0.171,available
flight,const4-trial5-traj3,tdoa,cnn1,mae_m,m,1,0,0.1626,0,0.1626,0.1626,0.1626,0.1626,0.1626,available
flight,const4-trial5-traj3,tdoa,cnn2,mae_m,m,1,0,0.1695,0,0.1695,0.1695,0.1695,0.1695,0.1695,available
flight,const4-trial5-traj3,position,raw,rmse_m,m,1,0,0.4521,0,0.4521,0.4521,0.4521,0.4521,0.4521,available
flight,const4-trial5-traj3,position,fnn,rmse_m,m,1,0,0.3031,0,0.3031,0.3031,0.3031,0.3031,0.3031,available
flight,const4-trial5-traj3,position,cnn1,rmse_m,m,1,0,0.2991,0,0.2991,0.2991,0.2991,0.2991,0.2991,available
flight,const4-trial5-traj3,position,cnn2,rmse_m,m,1,0,0.3159,0,0.3159,0.3159,0.3159,0.3159,0.3159,available
flight,const4-trial5-traj3,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj3,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj3,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial5-traj3,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj1,tdoa,raw,rmse_m,m,1,0,0.3968,0,0.3968,0.3968,0.3968,0.3968,0.3968,available
flight,const4-trial6-traj1,tdoa,fnn,rmse_m,m,1,0,0.2938,0,0.2938,0.2938,0.2938,0.2938,0.2938,available
flight,const4-trial6-traj1,tdoa,cnn1,rmse_m,m,1,0,0.2933,0,0.2933,0.2933,0.2933,0.2933,0.2933,available
flight,const4-trial6-traj1,tdoa,cnn2,rmse_m,m,1,0,0.3,0,0.3,0.3,0.3,0.3,0.3,available
flight,const4-trial6-traj1,tdoa,raw,mae_m,m,1,0,0.2659,0,0.2659,0.2659,0.2659,0.2659,0.2659,available
flight,const4-trial6-traj1,tdoa,fnn,mae_m,m,1,0,0.198,0,0.198,0.198,0.198,0.198,0.198,available
flight,const4-trial6-traj1,tdoa,cnn1,mae_m,m,1,0,0.1919,0,0.1919,0.1919,0.1919,0.1919,0.1919,available
flight,const4-trial6-traj1,tdoa,cnn2,mae_m,m,1,0,0.1985,0,0.1985,0.1985,0.1985,0.1985,0.1985,available
flight,const4-trial6-traj1,position,raw,rmse_m,m,1,0,0.5498,0,0.5498,0.5498,0.5498,0.5498,0.5498,available
flight,const4-trial6-traj1,position,fnn,rmse_m,m,1,0,0.3202,0,0.3202,0.3202,0.3202,0.3202,0.3202,available
flight,const4-trial6-traj1,position,cnn1,rmse_m,m,1,0,0.3228,0,0.3228,0.3228,0.3228,0.3228,0.3228,available
flight,const4-trial6-traj1,position,cnn2,rmse_m,m,1,0,0.3313,0,0.3313,0.3313,0.3313,0.3313,0.3313,available
flight,const4-trial6-traj1,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj1,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj1,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj1,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj2,tdoa,raw,rmse_m,m,1,0,0.3719,0,0.3719,0.3719,0.3719,0.3719,0.3719,available
flight,const4-trial6-traj2,tdoa,fnn,rmse_m,m,1,0,0.2921,0,0.2921,0.2921,0.2921,0.2921,0.2921,available
flight,const4-trial6-traj2,tdoa,cnn1,rmse_m,m,1,0,0.2841,0,0.2841,0.2841,0.2841,0.2841,0.2841,available
flight,const4-trial6-traj2,tdoa,cnn2,rmse_m,m,1,0,0.2988,0,0.2988,0.2988,0.2988,0.2988,0.2988,available
flight,const4-trial6-traj2,tdoa,raw,mae_m,m,1,0,0.2447,0,0.2447,0.2447,0.2447,0.2447,0.2447,available
flight,const4-trial6-traj2,tdoa,fnn,mae_m,m,1,0,0.1973,0,0.1973,0.1973,0.1973,0.1973,0.1973,available
flight,const4-trial6-traj2,tdoa,cnn1,mae_m,m,1,0,0.1881,0,0.1881,0.1881,0.1881,0.1881,0.1881,available
flight,const4-trial6-traj2,tdoa,cnn2,mae_m,m,1,0,0.198,0,0.198,0.198,0.198,0.198,0.198,available
flight,const4-trial6-traj2,position,raw,rmse_m,m,1,0,0.5291,0,0.5291,0.5291,0.5291,0.5291,0.5291,available
flight,const4-trial6-traj2,position,fnn,rmse_m,m,1,0,0.4758,0,0.4758,0.4758,0.4758,0.4758,0.4758,available
flight,const4-trial6-traj2,position,cnn1,rmse_m,m,1,0,0.3616,0,0.3616,0.3616,0.3616,0.3616,0.3616,available
flight,const4-trial6-traj2,position,cnn2,rmse_m,m,1,0,0.408,0,0.408,0.408,0.408,0.408,0.408,available
flight,const4-trial6-traj2,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj2,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj2,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj2,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj3,tdoa,raw,rmse_m,m,1,0,0.3953,0,0.3953,0.3953,0.3953,0.3953,0.3953,available
flight,const4-trial6-traj3,tdoa,fnn,rmse_m,m,1,0,0.3099,0,0.3099,0.3099,0.3099,0.3099,0.3099,available
flight,const4-trial6-traj3,tdoa,cnn1,rmse_m,m,1,0,0.3035,0,0.3035,0.3035,0.3035,0.3035,0.3035,available
flight,const4-trial6-traj3,tdoa,cnn2,rmse_m,m,1,0,0.3127,0,0.3127,0.3127,0.3127,0.3127,0.3127,available
flight,const4-trial6-traj3,tdoa,raw,mae_m,m,1,0,0.2625,0,0.2625,0.2625,0.2625,0.2625,0.2625,available
flight,const4-trial6-traj3,tdoa,fnn,mae_m,m,1,0,0.2028,0,0.2028,0.2028,0.2028,0.2028,0.2028,available
flight,const4-trial6-traj3,tdoa,cnn1,mae_m,m,1,0,0.1913,0,0.1913,0.1913,0.1913,0.1913,0.1913,available
flight,const4-trial6-traj3,tdoa,cnn2,mae_m,m,1,0,0.1991,0,0.1991,0.1991,0.1991,0.1991,0.1991,available
flight,const4-trial6-traj3,position,raw,rmse_m,m,1,0,0.5385,0,0.5385,0.5385,0.5385,0.5385,0.5385,available
flight,const4-trial6-traj3,position,fnn,rmse_m,m,1,0,0.3147,0,0.3147,0.3147,0.3147,0.3147,0.3147,available
flight,const4-trial6-traj3,position,cnn1,rmse_m,m,1,0,0.3216,0,0.3216,0.3216,0.3216,0.3216,0.3216,available
flight,const4-trial6-traj3,position,cnn2,rmse_m,m,1,0,0.3134,0,0.3134,0.3134,0.3134,0.3134,0.3134,available
flight,const4-trial6-traj3,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj3,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj3,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial6-traj3,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manula1,tdoa,raw,rmse_m,m,1,0,0.4804,0,0.4804,0.4804,0.4804,0.4804,0.4804,available
flight,const4-trial7-manula1,tdoa,fnn,rmse_m,m,1,0,0.3701,0,0.3701,0.3701,0.3701,0.3701,0.3701,available
flight,const4-trial7-manula1,tdoa,cnn1,rmse_m,m,1,0,0.3619,0,0.3619,0.3619,0.3619,0.3619,0.3619,available
flight,const4-trial7-manula1,tdoa,cnn2,rmse_m,m,1,0,0.3776,0,0.3776,0.3776,0.3776,0.3776,0.3776,available
flight,const4-trial7-manula1,tdoa,raw,mae_m,m,1,0,0.2453,0,0.2453,0.2453,0.2453,0.2453,0.2453,available
flight,const4-trial7-manula1,tdoa,fnn,mae_m,m,1,0,0.2337,0,0.2337,0.2337,0.2337,0.2337,0.2337,available
flight,const4-trial7-manula1,tdoa,cnn1,mae_m,m,1,0,0.2131,0,0.2131,0.2131,0.2131,0.2131,0.2131,available
flight,const4-trial7-manula1,tdoa,cnn2,mae_m,m,1,0,0.244,0,0.244,0.244,0.244,0.244,0.244,available
flight,const4-trial7-manula1,position,raw,rmse_m,m,1,0,0.4725,0,0.4725,0.4725,0.4725,0.4725,0.4725,available
flight,const4-trial7-manula1,position,fnn,rmse_m,m,1,0,0.2794,0,0.2794,0.2794,0.2794,0.2794,0.2794,available
flight,const4-trial7-manula1,position,cnn1,rmse_m,m,1,0,0.3827,0,0.3827,0.3827,0.3827,0.3827,0.3827,available
flight,const4-trial7-manula1,position,cnn2,rmse_m,m,1,0,0.3619,0,0.3619,0.3619,0.3619,0.3619,0.3619,available
flight,const4-trial7-manula1,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manula1,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manula1,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manula1,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual2,tdoa,raw,rmse_m,m,1,0,0.6003,0,0.6003,0.6003,0.6003,0.6003,0.6003,available
flight,const4-trial7-manual2,tdoa,fnn,rmse_m,m,1,0,0.4461,0,0.4461,0.4461,0.4461,0.4461,0.4461,available
flight,const4-trial7-manual2,tdoa,cnn1,rmse_m,m,1,0,0.4399,0,0.4399,0.4399,0.4399,0.4399,0.4399,available
flight,const4-trial7-manual2,tdoa,cnn2,rmse_m,m,1,0,0.4511,0,0.4511,0.4511,0.4511,0.4511,0.4511,available
flight,const4-trial7-manual2,tdoa,raw,mae_m,m,1,0,0.2874,0,0.2874,0.2874,0.2874,0.2874,0.2874,available
flight,const4-trial7-manual2,tdoa,fnn,mae_m,m,1,0,0.2715,0,0.2715,0.2715,0.2715,0.2715,0.2715,available
flight,const4-trial7-manual2,tdoa,cnn1,mae_m,m,1,0,0.2476,0,0.2476,0.2476,0.2476,0.2476,0.2476,available
flight,const4-trial7-manual2,tdoa,cnn2,mae_m,m,1,0,0.2766,0,0.2766,0.2766,0.2766,0.2766,0.2766,available
flight,const4-trial7-manual2,position,raw,rmse_m,m,1,0,0.4992,0,0.4992,0.4992,0.4992,0.4992,0.4992,available
flight,const4-trial7-manual2,position,fnn,rmse_m,m,1,0,0.3326,0,0.3326,0.3326,0.3326,0.3326,0.3326,available
flight,const4-trial7-manual2,position,cnn1,rmse_m,m,1,0,0.3564,0,0.3564,0.3564,0.3564,0.3564,0.3564,available
flight,const4-trial7-manual2,position,cnn2,rmse_m,m,1,0,0.3514,0,0.3514,0.3514,0.3514,0.3514,0.3514,available
flight,const4-trial7-manual2,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual2,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual2,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual2,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual3,tdoa,raw,rmse_m,m,1,0,0.4053,0,0.4053,0.4053,0.4053,0.4053,0.4053,available
flight,const4-trial7-manual3,tdoa,fnn,rmse_m,m,1,0,0.3187,0,0.3187,0.3187,0.3187,0.3187,0.3187,available
flight,const4-trial7-manual3,tdoa,cnn1,rmse_m,m,1,0,0.2996,0,0.2996,0.2996,0.2996,0.2996,0.2996,available
flight,const4-trial7-manual3,tdoa,cnn2,rmse_m,m,1,0,0.3307,0,0.3307,0.3307,0.3307,0.3307,0.3307,available
flight,const4-trial7-manual3,tdoa,raw,mae_m,m,1,0,0.2174,0,0.2174,0.2174,0.2174,0.2174,0.2174,available
flight,const4-trial7-manual3,tdoa,fnn,mae_m,m,1,0,0.2157,0,0.2157,0.2157,0.2157,0.2157,0.2157,available
flight,const4-trial7-manual3,tdoa,cnn1,mae_m,m,1,0,0.1889,0,0.1889,0.1889,0.1889,0.1889,0.1889,available
flight,const4-trial7-manual3,tdoa,cnn2,mae_m,m,1,0,0.2256,0,0.2256,0.2256,0.2256,0.2256,0.2256,available
flight,const4-trial7-manual3,position,raw,rmse_m,m,1,0,0.3052,0,0.3052,0.3052,0.3052,0.3052,0.3052,available
flight,const4-trial7-manual3,position,fnn,rmse_m,m,1,0,0.2656,0,0.2656,0.2656,0.2656,0.2656,0.2656,available
flight,const4-trial7-manual3,position,cnn1,rmse_m,m,1,0,0.3269,0,0.3269,0.3269,0.3269,0.3269,0.3269,available
flight,const4-trial7-manual3,position,cnn2,rmse_m,m,1,0,0.2652,0,0.2652,0.2652,0.2652,0.2652,0.2652,available
flight,const4-trial7-manual3,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual3,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual3,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
flight,const4-trial7-manual3,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial1,tdoa,raw,rmse_m,m,3,0,0.333566666666667,0.280365856218858,0.1701,0.6573,0.1733,0.5605,0.6089,available
trial,trial1,tdoa,fnn,rmse_m,m,3,0,0.2065,0.0867287149679966,0.1494,0.3063,0.1638,0.2778,0.29205,available
trial,trial1,tdoa,cnn1,rmse_m,m,3,0,0.176766666666667,0.0604592700363917,0.1366,0.2463,0.1474,0.22652,0.23641,available
trial,trial1,tdoa,cnn2,rmse_m,m,3,0,0.1604,0.0127659703900644,0.1465,0.1716,0.1631,0.1699,0.17075,available
trial,trial1,tdoa,raw,mae_m,m,3,0,0.138333333333333,0.00145716619962631,0.1367,0.1395,0.1388,0.13936,0.13943,available
trial,trial1,tdoa,fnn,mae_m,m,3,0,0.120433333333333,0.00822455672564384,0.1126,0.129,0.1197,0.12714,0.12807,available
trial,trial1,tdoa,cnn1,mae_m,m,3,0,0.106066666666667,0.00562968323561223,0.1008,0.112,0.1054,0.11068,0.11134,available
trial,trial1,tdoa,cnn2,mae_m,m,3,0,0.1153,0.00697638875063596,0.108,0.1219,0.116,0.12072,0.12131,available
trial,trial1,position,raw,rmse_m,m,3,0,0.296733333333333,0.0470889937600426,0.2474,0.3412,0.3016,0.33328,0.33724,available
trial,trial1,position,fnn,rmse_m,m,3,0,0.2609,0.106611256441335,0.1499,0.3625,0.2703,0.34406,0.35328,available
trial,trial1,position,cnn1,rmse_m,m,3,0,0.186933333333333,0.066034637375648,0.1186,0.2504,0.1918,0.23868,0.24454,available
trial,trial1,position,cnn2,rmse_m,m,3,0,0.178833333333333,0.0475283424214787,0.1279,0.222,0.1866,0.21492,0.21846,available
trial,trial1,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial1,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial1,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial1,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial2,tdoa,raw,rmse_m,m,3,0,0.1871,0.00676683086828687,0.1793,0.1914,0.1906,0.19124,0.19132,available
trial,trial2,tdoa,fnn,rmse_m,m,3,0,0.1591,0.00208806130178211,0.1577,0.1615,0.1581,0.16082,0.16116,available
trial,trial2,tdoa,cnn1,rmse_m,m,3,0,0.143,0.00336005952328228,0.1398,0.1465,0.1427,0.14574,0.14612,available
trial,trial2,tdoa,cnn2,rmse_m,m,3,0,0.155633333333333,0.00276827262626594,0.1527,0.1582,0.156,0.15776,0.15798,available
trial,trial2,tdoa,raw,mae_m,m,3,0,0.1542,0.00510979451641649,0.1483,0.1572,0.1571,0.15718,0.15719,available
trial,trial2,tdoa,fnn,mae_m,m,3,0,0.118533333333333,0.00094516312525052,0.1178,0.1196,0.1182,0.11932,0.11946,available
trial,trial2,tdoa,cnn1,mae_m,m,3,0,0.1049,0.00147309198626563,0.104,0.1066,0.1041,0.1061,0.10635,available
trial,trial2,tdoa,cnn2,mae_m,m,3,0,0.112566666666667,0.00123423390543825,0.1112,0.1136,0.1129,0.11346,0.11353,available
trial,trial2,position,raw,rmse_m,m,3,0,0.341166666666667,0.0608671777999714,0.2987,0.4109,0.3139,0.3915,0.4012,available
trial,trial2,position,fnn,rmse_m,m,3,0,0.135766666666667,0.0283605947281317,0.1044,0.1596,0.1433,0.15634,0.15797,available
trial,trial2,position,cnn1,rmse_m,m,3,0,0.1505,0.0429884868307783,0.1086,0.1945,0.1484,0.18528,0.18989,available
trial,trial2,position,cnn2,rmse_m,m,3,0,0.129333333333333,0.0251933192202483,0.1007,0.1481,0.1392,0.14632,0.14721,available
trial,trial2,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial2,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial2,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial2,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial3,tdoa,raw,rmse_m,m,3,0,0.514633333333333,0.0818817643516146,0.4541,0.6078,0.482,0.58264,0.59522,available
trial,trial3,tdoa,fnn,rmse_m,m,3,0,0.373233333333333,0.0377338486419466,0.3509,0.4168,0.352,0.40384,0.41032,available
trial,trial3,tdoa,cnn1,rmse_m,m,3,0,0.372033333333333,0.0335070639318537,0.3492,0.4105,0.3564,0.39968,0.40509,available
trial,trial3,tdoa,cnn2,rmse_m,m,3,0,0.3833,0.0389554874183343,0.3585,0.4282,0.3632,0.4152,0.4217,available
trial,trial3,tdoa,raw,mae_m,m,3,0,0.284733333333333,0.0412359471012045,0.2536,0.3315,0.2691,0.31902,0.32526,available
trial,trial3,tdoa,fnn,mae_m,m,3,0,0.211566666666667,0.0213050072361718,0.195,0.2356,0.2041,0.2293,0.23245,available
trial,trial3,tdoa,cnn1,mae_m,m,3,0,0.197533333333333,0.0181825007447637,0.1861,0.2185,0.188,0.2124,0.21545,available
trial,trial3,tdoa,cnn2,mae_m,m,3,0,0.210066666666667,0.0197495147619716,0.1953,0.2325,0.2024,0.22648,0.22949,available
trial,trial3,position,raw,rmse_m,m,3,0,0.644266666666667,0.0170341813226622,0.6325,0.6638,0.6365,0.65834,0.66107,available
trial,trial3,position,fnn,rmse_m,m,3,0,0.458733333333333,0.0100430738986295,0.4515,0.4702,0.4545,0.46706,0.46863,available
trial,trial3,position,cnn1,rmse_m,m,3,0,0.407566666666667,0.00600444279957211,0.4017,0.4137,0.4073,0.41242,0.41306,available
trial,trial3,position,cnn2,rmse_m,m,3,0,0.4574,0.00346554469023268,0.4553,0.4614,0.4555,0.46022,0.46081,available
trial,trial3,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial3,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial3,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial3,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial4,tdoa,raw,rmse_m,m,3,0,0.480433333333333,0.0144070584552619,0.4638,0.489,0.4885,0.4889,0.48895,available
trial,trial4,tdoa,fnn,rmse_m,m,3,0,0.352866666666667,0.00425949918808928,0.3481,0.3563,0.3542,0.35588,0.35609,available
trial,trial4,tdoa,cnn1,rmse_m,m,3,0,0.347566666666667,0.00544273215704517,0.3414,0.3517,0.3496,0.35128,0.35149,available
trial,trial4,tdoa,cnn2,rmse_m,m,3,0,0.358933333333333,0.00441172679722276,0.354,0.3625,0.3603,0.36206,0.36228,available
trial,trial4,tdoa,raw,mae_m,m,3,0,0.303133333333333,0.0121993169207679,0.2926,0.3165,0.3003,0.31326,0.31488,available
trial,trial4,tdoa,fnn,mae_m,m,3,0,0.214766666666667,0.00411379792081884,0.2103,0.2184,0.2156,0.21784,0.21812,available
trial,trial4,tdoa,cnn1,mae_m,m,3,0,0.2052,0.00460325971459355,0.2005,0.2097,0.2054,0.20884,0.20927,available
trial,trial4,tdoa,cnn2,mae_m,m,3,0,0.2146,0.00476235235991627,0.2092,0.2182,0.2164,0.21784,0.21802,available
trial,trial4,position,raw,rmse_m,m,3,0,0.765866666666667,0.10531440230725,0.6734,0.8805,0.7437,0.85314,0.86682,available
trial,trial4,position,fnn,rmse_m,m,3,0,0.499266666666667,0.0414498894248625,0.46,0.5426,0.4952,0.53312,0.53786,available
trial,trial4,position,cnn1,rmse_m,m,3,0,0.497866666666667,0.0460323074952075,0.4494,0.541,0.5032,0.53344,0.53722,available
trial,trial4,position,cnn2,rmse_m,m,3,0,0.513966666666667,0.0419149535766572,0.4696,0.5529,0.5194,0.5462,0.54955,available
trial,trial4,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial4,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial4,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial4,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial5,tdoa,raw,rmse_m,m,3,0,0.346033333333333,0.0249664441467609,0.3185,0.3672,0.3524,0.36424,0.36572,available
trial,trial5,tdoa,fnn,rmse_m,m,3,0,0.283666666666667,0.0220522863516084,0.2618,0.3059,0.2833,0.30138,0.30364,available
trial,trial5,tdoa,cnn1,rmse_m,m,3,0,0.2808,0.0203649208198805,0.26,0.3007,0.2817,0.2969,0.2988,available
trial,trial5,tdoa,cnn2,rmse_m,m,3,0,0.2926,0.0176756895197896,0.2772,0.3119,0.2887,0.30726,0.30958,available
trial,trial5,tdoa,raw,mae_m,m,3,0,0.211766666666667,0.0120649630473256,0.198,0.2205,0.2168,0.21976,0.22013,available
trial,trial5,tdoa,fnn,mae_m,m,3,0,0.178933333333333,0.00843879928267838,0.171,0.1878,0.178,0.18584,0.18682,available
trial,trial5,tdoa,cnn1,mae_m,m,3,0,0.167666666666667,0.00607398825594299,0.1626,0.1744,0.166,0.17272,0.17356,available
