Level,Group,Task,Model,Metric,Unit,AvailableFlightCount,MissingFlightCount,MeanOfFlightMetric,StdOfFlightMetric,MinFlightMetric,MaxFlightMetric,P50FlightMetric,P90FlightMetric,P95FlightMetric,Status
trial,trial5,tdoa,cnn2,mae_m,m,3,0,0.1763,0.00840713982279348,0.1695,0.1857,0.1737,0.1833,0.1845,available
trial,trial5,position,raw,rmse_m,m,3,0,0.504566666666667,0.0455008058536696,0.4521,0.5332,0.5284,0.53224,0.53272,available
trial,trial5,position,fnn,rmse_m,m,3,0,0.332333333333333,0.0374895096438101,0.3031,0.3746,0.3193,0.36354,0.36907,available
trial,trial5,position,cnn1,rmse_m,m,3,0,0.340866666666667,0.0454075250738612,0.2991,0.3892,0.3343,0.37822,0.38371,available
trial,trial5,position,cnn2,rmse_m,m,3,0,0.348233333333333,0.0381430640265479,0.3159,0.3903,0.3385,0.37994,0.38512,available
trial,trial5,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial5,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial5,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial5,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial6,tdoa,raw,rmse_m,m,3,0,0.388,0.0139631658301404,0.3719,0.3968,0.3953,0.3965,0.39665,available
trial,trial6,tdoa,fnn,rmse_m,m,3,0,0.2986,0.00982293235240882,0.2921,0.3099,0.2938,0.30668,0.30829,available
trial,trial6,tdoa,cnn1,rmse_m,m,3,0,0.293633333333333,0.00970429458195355,0.2841,0.3035,0.2933,0.30146,0.30248,available
trial,trial6,tdoa,cnn2,rmse_m,m,3,0,0.303833333333333,0.00770216419802468,0.2988,0.3127,0.3,0.31016,0.31143,available
trial,trial6,tdoa,raw,mae_m,m,3,0,0.2577,0.0113859562619922,0.2447,0.2659,0.2625,0.26522,0.26556,available
trial,trial6,tdoa,fnn,mae_m,m,3,0,0.199366666666667,0.00299388265189759,0.1973,0.2028,0.198,0.20184,0.20232,available
trial,trial6,tdoa,cnn1,mae_m,m,3,0,0.190433333333333,0.00204287379280594,0.1881,0.1919,0.1913,0.19178,0.19184,available
trial,trial6,tdoa,cnn2,mae_m,m,3,0,0.198533333333333,0.000550757054728605,0.198,0.1991,0.1985,0.19898,0.19904,available
trial,trial6,position,raw,rmse_m,m,3,0,0.539133333333333,0.0103645228222689,0.5291,0.5498,0.5385,0.54754,0.54867,available
trial,trial6,position,fnn,rmse_m,m,3,0,0.370233333333333,0.0914647655293192,0.3147,0.4758,0.3202,0.44468,0.46024,available
trial,trial6,position,cnn1,rmse_m,m,3,0,0.335333333333333,0.0227555121527364,0.3216,0.3616,0.3228,0.35384,0.35772,available
trial,trial6,position,cnn2,rmse_m,m,3,0,0.3509,0.0502534575924881,0.3134,0.408,0.3313,0.39266,0.40033,available
trial,trial6,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial6,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial6,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial6,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial7,tdoa,raw,rmse_m,m,3,0,0.495333333333333,0.0983539695860484,0.4053,0.6003,0.4804,0.57632,0.58831,available
trial,trial7,tdoa,fnn,rmse_m,m,3,0,0.3783,0.0640946175587311,0.3187,0.4461,0.3701,0.4309,0.4385,available
trial,trial7,tdoa,cnn1,rmse_m,m,3,0,0.367133333333333,0.0702962540490838,0.2996,0.4399,0.3619,0.4243,0.4321,available
trial,trial7,tdoa,cnn2,rmse_m,m,3,0,0.386466666666667,0.0606877527457833,0.3307,0.4511,0.3776,0.4364,0.44375,available
trial,trial7,tdoa,raw,mae_m,m,3,0,0.250033333333333,0.0352392300332078,0.2174,0.2874,0.2453,0.27898,0.28319,available
trial,trial7,tdoa,fnn,mae_m,m,3,0,0.2403,0.028479466287134,0.2157,0.2715,0.2337,0.26394,0.26772,available
trial,trial7,tdoa,cnn1,mae_m,m,3,0,0.216533333333333,0.029500225987835,0.1889,0.2476,0.2131,0.2407,0.24415,available
trial,trial7,tdoa,cnn2,mae_m,m,3,0,0.248733333333333,0.0258273756571072,0.2256,0.2766,0.244,0.27008,0.27334,available
trial,trial7,position,raw,rmse_m,m,3,0,0.425633333333333,0.10514924314199,0.3052,0.4992,0.4725,0.49386,0.49653,available
trial,trial7,position,fnn,rmse_m,m,3,0,0.292533333333333,0.0353781476809249,0.2656,0.3326,0.2794,0.32196,0.32728,available
trial,trial7,position,cnn1,rmse_m,m,3,0,0.355333333333333,0.027915288523197,0.3269,0.3827,0.3564,0.37744,0.38007,available
trial,trial7,position,cnn2,rmse_m,m,3,0,0.326166666666667,0.0530590551492705,0.2652,0.3619,0.3514,0.3598,0.36085,available
trial,trial7,position,raw,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial7,position,fnn,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial7,position,cnn1,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trial,trial7,position,cnn2,mae_m,m,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj1,tdoa,raw,rmse_m,m,6,0,0.367916666666667,0.169451921401519,0.1701,0.6078,0.3746,0.5484,0.5781,available
trajectory,traj1,tdoa,fnn,rmse_m,m,6,0,0.274916666666667,0.105179948976346,0.1494,0.4168,0.28855,0.38245,0.399625,available
trajectory,traj1,tdoa,cnn1,rmse_m,m,6,0,0.267216666666667,0.109744346855165,0.1366,0.4105,0.2875,0.37595,0.393225,available
trajectory,traj1,tdoa,cnn2,rmse_m,m,6,0,0.27835,0.11128893475993,0.1465,0.4282,0.29435,0.3911,0.40965,available
trajectory,traj1,tdoa,raw,mae_m,m,6,0,0.238516666666667,0.0802725959880872,0.1395,0.3315,0.2432,0.324,0.32775,available
trajectory,traj1,tdoa,fnn,mae_m,m,6,0,0.177033333333333,0.051052979018532,0.1126,0.2356,0.188,0.227,0.2313,available
trajectory,traj1,tdoa,cnn1,mae_m,m,6,0,0.16515,0.0518217232442149,0.1008,0.2185,0.17895,0.2141,0.2163,available
trajectory,traj1,tdoa,cnn2,mae_m,m,6,0,0.173683333333333,0.0534330765225686,0.108,0.2325,0.1861,0.22535,0.228925,available
trajectory,traj1,position,raw,rmse_m,m,6,0,0.557883333333333,0.189606154084372,0.3412,0.8805,0.5391,0.7585,0.8195,available
trajectory,traj1,position,fnn,rmse_m,m,6,0,0.32425,0.162579122275894,0.1433,0.5426,0.31975,0.5064,0.5245,available
trajectory,traj1,position,cnn1,rmse_m,m,6,0,0.320816666666667,0.151090190504436,0.1186,0.541,0.32855,0.47735,0.509175,available
trajectory,traj1,position,cnn2,rmse_m,m,6,0,0.326683333333333,0.167863235005962,0.1279,0.5529,0.3349,0.50715,0.530025,available
trajectory,traj1,position,raw,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj1,position,fnn,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj1,position,cnn1,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj1,position,cnn2,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj2,tdoa,raw,rmse_m,m,6,0,0.424366666666667,0.159856856802161,0.1793,0.6573,0.42695,0.5729,0.6151,available
trajectory,traj2,tdoa,fnn,rmse_m,m,6,0,0.294516666666667,0.0717415477019186,0.1577,0.3542,0.3061,0.35255,0.353375,available
trajectory,traj2,tdoa,cnn1,rmse_m,m,6,0,0.278766666666667,0.0775318687164618,0.1427,0.3496,0.2924,0.3494,0.3495,available
trajectory,traj2,tdoa,cnn2,rmse_m,m,6,0,0.276183333333333,0.090576540377002,0.156,0.3603,0.30535,0.3594,0.35985,available
trajectory,traj2,tdoa,raw,mae_m,m,6,0,0.219316666666667,0.0656600461975673,0.1367,0.3003,0.23075,0.2847,0.2925,available
trajectory,traj2,tdoa,fnn,mae_m,m,6,0,0.175333333333333,0.0412258980092207,0.1182,0.2156,0.19255,0.20985,0.212725,available
trajectory,traj2,tdoa,cnn1,mae_m,m,6,0,0.162,0.0430045113912482,0.1041,0.2054,0.1812,0.19675,0.201075,available
trajectory,traj2,tdoa,cnn2,mae_m,m,6,0,0.173,0.0439858613647613,0.1136,0.2164,0.19185,0.2094,0.2129,available
trajectory,traj2,position,raw,rmse_m,m,6,0,0.48825,0.171571824609987,0.2474,0.6734,0.53115,0.65295,0.663175,available
trajectory,traj2,position,fnn,rmse_m,m,6,0,0.371966666666667,0.13930646311879,0.1044,0.4758,0.41455,0.4679,0.47185,available
trajectory,traj2,position,cnn1,rmse_m,m,6,0,0.326816666666667,0.125852110298821,0.1086,0.4494,0.3754,0.42555,0.437475,available
trajectory,traj2,position,cnn2,rmse_m,m,6,0,0.341016666666667,0.147290724985203,0.1007,0.4696,0.39915,0.46255,0.466075,available
trajectory,traj2,position,raw,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj2,position,fnn,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj2,position,cnn1,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj2,position,cnn2,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj3,tdoa,raw,rmse_m,m,6,0,0.3326,0.127785977321457,0.1733,0.4638,0.3569,0.45895,0.461375,available
trajectory,traj3,tdoa,fnn,rmse_m,m,6,0,0.26755,0.0881426287332072,0.1615,0.3563,0.28585,0.35415,0.355225,available
trajectory,traj3,tdoa,cnn1,rmse_m,m,6,0,0.260916666666667,0.0950263840555173,0.1465,0.3564,0.28175,0.35405,0.355225,available
trajectory,traj3,tdoa,cnn2,rmse_m,m,6,0,0.272816666666667,0.092732807930455,0.1582,0.3632,0.29495,0.36285,0.363025,available
trajectory,traj3,tdoa,raw,mae_m,m,6,0,0.2171,0.0619505609336994,0.1388,0.2926,0.2258,0.27755,0.285075,available
trajectory,traj3,tdoa,fnn,mae_m,m,6,0,0.169433333333333,0.0414220553167834,0.1178,0.2103,0.183,0.20655,0.208425,available
trajectory,traj3,tdoa,cnn1,mae_m,m,6,0,0.15875,0.0427346580657901,0.1054,0.2005,0.17435,0.1959,0.1982,available
trajectory,traj3,tdoa,cnn2,mae_m,m,6,0,0.167,0.042769615382886,0.1129,0.2092,0.1824,0.20415,0.206675,available
trajectory,traj3,position,raw,rmse_m,m,6,0,0.499733333333333,0.184326131263765,0.2987,0.7437,0.4953,0.70375,0.723725,available
trajectory,traj3,position,fnn,rmse_m,m,6,0,0.3324,0.12294444273736,0.1596,0.4952,0.3089,0.47335,0.484275,available
trajectory,traj3,position,cnn1,rmse_m,m,6,0,0.3119,0.131993211946675,0.1484,0.5032,0.31035,0.45525,0.479225,available
trajectory,traj3,position,cnn2,rmse_m,m,6,0,0.321633333333333,0.14737368376568,0.1392,0.5194,0.31465,0.48735,0.503375,available
trajectory,traj3,position,raw,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj3,position,fnn,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj3,position,cnn1,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,traj3,position,cnn2,mae_m,m,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manula1,tdoa,raw,rmse_m,m,1,0,0.4804,0,0.4804,0.4804,0.4804,0.4804,0.4804,available
trajectory,manula1,tdoa,fnn,rmse_m,m,1,0,0.3701,0,0.3701,0.3701,0.3701,0.3701,0.3701,available
trajectory,manula1,tdoa,cnn1,rmse_m,m,1,0,0.3619,0,0.3619,0.3619,0.3619,0.3619,0.3619,available
trajectory,manula1,tdoa,cnn2,rmse_m,m,1,0,0.3776,0,0.3776,0.3776,0.3776,0.3776,0.3776,available
trajectory,manula1,tdoa,raw,mae_m,m,1,0,0.2453,0,0.2453,0.2453,0.2453,0.2453,0.2453,available
trajectory,manula1,tdoa,fnn,mae_m,m,1,0,0.2337,0,0.2337,0.2337,0.2337,0.2337,0.2337,available
trajectory,manula1,tdoa,cnn1,mae_m,m,1,0,0.2131,0,0.2131,0.2131,0.2131,0.2131,0.2131,available
trajectory,manula1,tdoa,cnn2,mae_m,m,1,0,0.244,0,0.244,0.244,0.244,0.244,0.244,available
trajectory,manula1,position,raw,rmse_m,m,1,0,0.4725,0,0.4725,0.4725,0.4725,0.4725,0.4725,available
trajectory,manula1,position,fnn,rmse_m,m,1,0,0.2794,0,0.2794,0.2794,0.2794,0.2794,0.2794,available
trajectory,manula1,position,cnn1,rmse_m,m,1,0,0.3827,0,0.3827,0.3827,0.3827,0.3827,0.3827,available
trajectory,manula1,position,cnn2,rmse_m,m,1,0,0.3619,0,0.3619,0.3619,0.3619,0.3619,0.3619,available
trajectory,manula1,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manula1,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manula1,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manula1,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual2,tdoa,raw,rmse_m,m,1,0,0.6003,0,0.6003,0.6003,0.6003,0.6003,0.6003,available
trajectory,manual2,tdoa,fnn,rmse_m,m,1,0,0.4461,0,0.4461,0.4461,0.4461,0.4461,0.4461,available
trajectory,manual2,tdoa,cnn1,rmse_m,m,1,0,0.4399,0,0.4399,0.4399,0.4399,0.4399,0.4399,available
trajectory,manual2,tdoa,cnn2,rmse_m,m,1,0,0.4511,0,0.4511,0.4511,0.4511,0.4511,0.4511,available
trajectory,manual2,tdoa,raw,mae_m,m,1,0,0.2874,0,0.2874,0.2874,0.2874,0.2874,0.2874,available
trajectory,manual2,tdoa,fnn,mae_m,m,1,0,0.2715,0,0.2715,0.2715,0.2715,0.2715,0.2715,available
trajectory,manual2,tdoa,cnn1,mae_m,m,1,0,0.2476,0,0.2476,0.2476,0.2476,0.2476,0.2476,available
trajectory,manual2,tdoa,cnn2,mae_m,m,1,0,0.2766,0,0.2766,0.2766,0.2766,0.2766,0.2766,available
trajectory,manual2,position,raw,rmse_m,m,1,0,0.4992,0,0.4992,0.4992,0.4992,0.4992,0.4992,available
trajectory,manual2,position,fnn,rmse_m,m,1,0,0.3326,0,0.3326,0.3326,0.3326,0.3326,0.3326,available
trajectory,manual2,position,cnn1,rmse_m,m,1,0,0.3564,0,0.3564,0.3564,0.3564,0.3564,0.3564,available
trajectory,manual2,position,cnn2,rmse_m,m,1,0,0.3514,0,0.3514,0.3514,0.3514,0.3514,0.3514,available
trajectory,manual2,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual2,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual2,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual2,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual3,tdoa,raw,rmse_m,m,1,0,0.4053,0,0.4053,0.4053,0.4053,0.4053,0.4053,available
trajectory,manual3,tdoa,fnn,rmse_m,m,1,0,0.3187,0,0.3187,0.3187,0.3187,0.3187,0.3187,available
trajectory,manual3,tdoa,cnn1,rmse_m,m,1,0,0.2996,0,0.2996,0.2996,0.2996,0.2996,0.2996,available
trajectory,manual3,tdoa,cnn2,rmse_m,m,1,0,0.3307,0,0.3307,0.3307,0.3307,0.3307,0.3307,available
trajectory,manual3,tdoa,raw,mae_m,m,1,0,0.2174,0,0.2174,0.2174,0.2174,0.2174,0.2174,available
trajectory,manual3,tdoa,fnn,mae_m,m,1,0,0.2157,0,0.2157,0.2157,0.2157,0.2157,0.2157,available
trajectory,manual3,tdoa,cnn1,mae_m,m,1,0,0.1889,0,0.1889,0.1889,0.1889,0.1889,0.1889,available
trajectory,manual3,tdoa,cnn2,mae_m,m,1,0,0.2256,0,0.2256,0.2256,0.2256,0.2256,0.2256,available
trajectory,manual3,position,raw,rmse_m,m,1,0,0.3052,0,0.3052,0.3052,0.3052,0.3052,0.3052,available
trajectory,manual3,position,fnn,rmse_m,m,1,0,0.2656,0,0.2656,0.2656,0.2656,0.2656,0.2656,available
trajectory,manual3,position,cnn1,rmse_m,m,1,0,0.3269,0,0.3269,0.3269,0.3269,0.3269,0.3269,available
trajectory,manual3,position,cnn2,rmse_m,m,1,0,0.2652,0,0.2652,0.2652,0.2652,0.2652,0.2652,available
trajectory,manual3,position,raw,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual3,position,fnn,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual3,position,cnn1,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
trajectory,manual3,position,cnn2,mae_m,m,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
constellation,const4,tdoa,raw,rmse_m,m,21,0,0.392157142857143,0.147530124284597,0.1701,0.6573,0.3968,0.6003,0.6078,available
constellation,const4,tdoa,fnn,rmse_m,m,21,0,0.293180952380952,0.0882609348412287,0.1494,0.4461,0.3063,0.3701,0.4168,available
constellation,const4,tdoa,cnn1,rmse_m,m,21,0,0.282990476190476,0.0924856091765735,0.1366,0.4399,0.2996,0.3619,0.4105,available
constellation,const4,tdoa,cnn2,rmse_m,m,21,0,0.291595238095238,0.0961521995390146,0.1465,0.4511,0.3119,0.3776,0.4282,available
constellation,const4,tdoa,raw,mae_m,m,21,0,0.228557142857143,0.0627400874356147,0.1367,0.3315,0.2447,0.3003,0.3165,available
constellation,const4,tdoa,fnn,mae_m,m,21,0,0.183414285714286,0.0465015406810816,0.1126,0.2715,0.1973,0.2337,0.2356,available
constellation,const4,tdoa,cnn1,mae_m,m,21,0,0.169761904761905,0.0454563249305361,0.1008,0.2476,0.188,0.2131,0.2185,available
constellation,const4,tdoa,cnn2,mae_m,m,21,0,0.1823,0.0500193362610901,0.108,0.2766,0.198,0.2325,0.244,available
constellation,const4,position,raw,rmse_m,m,21,0,0.502480952380952,0.166781877369958,0.2474,0.8805,0.5284,0.6734,0.7437,available
constellation,const4,position,fnn,rmse_m,m,21,0,0.335680952380952,0.126807900459899,0.1044,0.5426,0.3202,0.4758,0.4952,available
constellation,const4,position,cnn1,rmse_m,m,21,0,0.324914285714286,0.119565715343966,0.1086,0.541,0.3343,0.4494,0.5032,available
constellation,const4,position,cnn2,rmse_m,m,21,0,0.329261904761905,0.13506211710243,0.1007,0.5529,0.3385,0.4696,0.5194,available
constellation,const4,position,raw,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
constellation,const4,position,fnn,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
constellation,const4,position,cnn1,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
constellation,const4,position,cnn2,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
overall,all,tdoa,raw,rmse_m,m,21,0,0.392157142857143,0.147530124284597,0.1701,0.6573,0.3968,0.6003,0.6078,available
overall,all,tdoa,fnn,rmse_m,m,21,0,0.293180952380952,0.0882609348412287,0.1494,0.4461,0.3063,0.3701,0.4168,available
overall,all,tdoa,cnn1,rmse_m,m,21,0,0.282990476190476,0.0924856091765735,0.1366,0.4399,0.2996,0.3619,0.4105,available
overall,all,tdoa,cnn2,rmse_m,m,21,0,0.291595238095238,0.0961521995390146,0.1465,0.4511,0.3119,0.3776,0.4282,available
overall,all,tdoa,raw,mae_m,m,21,0,0.228557142857143,0.0627400874356147,0.1367,0.3315,0.2447,0.3003,0.3165,available
overall,all,tdoa,fnn,mae_m,m,21,0,0.183414285714286,0.0465015406810816,0.1126,0.2715,0.1973,0.2337,0.2356,available
overall,all,tdoa,cnn1,mae_m,m,21,0,0.169761904761905,0.0454563249305361,0.1008,0.2476,0.188,0.2131,0.2185,available
overall,all,tdoa,cnn2,mae_m,m,21,0,0.1823,0.0500193362610901,0.108,0.2766,0.198,0.2325,0.244,available
overall,all,position,raw,rmse_m,m,21,0,0.502480952380952,0.166781877369958,0.2474,0.8805,0.5284,0.6734,0.7437,available
overall,all,position,fnn,rmse_m,m,21,0,0.335680952380952,0.126807900459899,0.1044,0.5426,0.3202,0.4758,0.4952,available
overall,all,position,cnn1,rmse_m,m,21,0,0.324914285714286,0.119565715343966,0.1086,0.541,0.3343,0.4494,0.5032,available
overall,all,position,cnn2,rmse_m,m,21,0,0.329261904761905,0.13506211710243,0.1007,0.5529,0.3385,0.4696,0.5194,available
overall,all,position,raw,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
overall,all,position,fnn,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
overall,all,position,cnn1,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
overall,all,position,cnn2,mae_m,m,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unavailable
