Flight,Constellation,Trial,Trajectory,Model,Task,Metric,Value,Unit,Status,SourceArtifact
const4-trial2-traj3,const4,trial2,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj3,const4,trial2,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj3,const4,trial2,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj3,const4,trial2,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj1,const4,trial3,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj1,const4,trial3,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj1,const4,trial3,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj1,const4,trial3,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj2,const4,trial3,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj2,const4,trial3,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj2,const4,trial3,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj2,const4,trial3,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj3,const4,trial3,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj3,const4,trial3,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj3,const4,trial3,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial3-traj3,const4,trial3,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj1,const4,trial4,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj1,const4,trial4,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj1,const4,trial4,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj1,const4,trial4,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj2,const4,trial4,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj2,const4,trial4,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj2,const4,trial4,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj2,const4,trial4,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj3,const4,trial4,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj3,const4,trial4,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj3,const4,trial4,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial4-traj3,const4,trial4,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
