Flight,Constellation,Trial,Trajectory,Model,Task,Metric,Value,Unit,Status,SourceArtifact
const4-trial4-traj3,const4,trial4,traj3,cnn1,tdoa,mae_m,0.2005,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial4-traj3,const4,trial4,traj3,cnn2,tdoa,mae_m,0.2092,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,raw,tdoa,mae_m,0.2205,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,fnn,tdoa,mae_m,0.178,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn1,tdoa,mae_m,0.166,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn2,tdoa,mae_m,0.1737,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,raw,tdoa,mae_m,0.2168,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,fnn,tdoa,mae_m,0.1878,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn1,tdoa,mae_m,0.1744,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn2,tdoa,mae_m,0.1857,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,raw,tdoa,mae_m,0.198,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,fnn,tdoa,mae_m,0.171,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn1,tdoa,mae_m,0.1626,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn2,tdoa,mae_m,0.1695,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,raw,tdoa,mae_m,0.2659,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,fnn,tdoa,mae_m,0.198,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn1,tdoa,mae_m,0.1919,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn2,tdoa,mae_m,0.1985,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,raw,tdoa,mae_m,0.2447,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,fnn,tdoa,mae_m,0.1973,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn1,tdoa,mae_m,0.1881,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn2,tdoa,mae_m,0.198,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,raw,tdoa,mae_m,0.2625,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,fnn,tdoa,mae_m,0.2028,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn1,tdoa,mae_m,0.1913,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn2,tdoa,mae_m,0.1991,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,raw,tdoa,mae_m,0.2453,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,fnn,tdoa,mae_m,0.2337,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn1,tdoa,mae_m,0.2131,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn2,tdoa,mae_m,0.244,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,raw,tdoa,mae_m,0.2874,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,fnn,tdoa,mae_m,0.2715,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn1,tdoa,mae_m,0.2476,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn2,tdoa,mae_m,0.2766,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,raw,tdoa,mae_m,0.2174,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,fnn,tdoa,mae_m,0.2157,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn1,tdoa,mae_m,0.1889,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn2,tdoa,mae_m,0.2256,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_overall_tdoa_ma.xlsx
const4-trial1-traj1,const4,trial1,traj1,raw,position,rmse_m,0.3412,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj1,const4,trial1,traj1,fnn,position,rmse_m,0.1499,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj1,const4,trial1,traj1,cnn1,position,rmse_m,0.1186,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj1,const4,trial1,traj1,cnn2,position,rmse_m,0.1279,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj2,const4,trial1,traj2,raw,position,rmse_m,0.2474,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj2,const4,trial1,traj2,fnn,position,rmse_m,0.3625,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj2,const4,trial1,traj2,cnn1,position,rmse_m,0.2504,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj2,const4,trial1,traj2,cnn2,position,rmse_m,0.222,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj3,const4,trial1,traj3,raw,position,rmse_m,0.3016,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj3,const4,trial1,traj3,fnn,position,rmse_m,0.2703,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj3,const4,trial1,traj3,cnn1,position,rmse_m,0.1918,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj3,const4,trial1,traj3,cnn2,position,rmse_m,0.1866,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj1,const4,trial2,traj1,raw,position,rmse_m,0.4109,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj1,const4,trial2,traj1,fnn,position,rmse_m,0.1433,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj1,const4,trial2,traj1,cnn1,position,rmse_m,0.1945,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj1,const4,trial2,traj1,cnn2,position,rmse_m,0.1481,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj2,const4,trial2,traj2,raw,position,rmse_m,0.3139,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj2,const4,trial2,traj2,fnn,position,rmse_m,0.1044,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj2,const4,trial2,traj2,cnn1,position,rmse_m,0.1086,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj2,const4,trial2,traj2,cnn2,position,rmse_m,0.1007,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj3,const4,trial2,traj3,raw,position,rmse_m,0.2987,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj3,const4,trial2,traj3,fnn,position,rmse_m,0.1596,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj3,const4,trial2,traj3,cnn1,position,rmse_m,0.1484,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial2-traj3,const4,trial2,traj3,cnn2,position,rmse_m,0.1392,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj1,const4,trial3,traj1,raw,position,rmse_m,0.6365,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj1,const4,trial3,traj1,fnn,position,rmse_m,0.4702,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj1,const4,trial3,traj1,cnn1,position,rmse_m,0.4137,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj1,const4,trial3,traj1,cnn2,position,rmse_m,0.4614,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj2,const4,trial3,traj2,raw,position,rmse_m,0.6325,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj2,const4,trial3,traj2,fnn,position,rmse_m,0.4545,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj2,const4,trial3,traj2,cnn1,position,rmse_m,0.4017,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj2,const4,trial3,traj2,cnn2,position,rmse_m,0.4555,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj3,const4,trial3,traj3,raw,position,rmse_m,0.6638,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj3,const4,trial3,traj3,fnn,position,rmse_m,0.4515,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj3,const4,trial3,traj3,cnn1,position,rmse_m,0.4073,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial3-traj3,const4,trial3,traj3,cnn2,position,rmse_m,0.4553,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj1,const4,trial4,traj1,raw,position,rmse_m,0.8805,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj1,const4,trial4,traj1,fnn,position,rmse_m,0.5426,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj1,const4,trial4,traj1,cnn1,position,rmse_m,0.541,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj1,const4,trial4,traj1,cnn2,position,rmse_m,0.5529,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj2,const4,trial4,traj2,raw,position,rmse_m,0.6734,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj2,const4,trial4,traj2,fnn,position,rmse_m,0.46,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj2,const4,trial4,traj2,cnn1,position,rmse_m,0.4494,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj2,const4,trial4,traj2,cnn2,position,rmse_m,0.4696,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj3,const4,trial4,traj3,raw,position,rmse_m,0.7437,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj3,const4,trial4,traj3,fnn,position,rmse_m,0.4952,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj3,const4,trial4,traj3,cnn1,position,rmse_m,0.5032,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial4-traj3,const4,trial4,traj3,cnn2,position,rmse_m,0.5194,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj1,const4,trial5,traj1,raw,position,rmse_m,0.5284,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj1,const4,trial5,traj1,fnn,position,rmse_m,0.3193,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn1,position,rmse_m,0.3343,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj1,const4,trial5,traj1,cnn2,position,rmse_m,0.3385,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj2,const4,trial5,traj2,raw,position,rmse_m,0.5332,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj2,const4,trial5,traj2,fnn,position,rmse_m,0.3746,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn1,position,rmse_m,0.3892,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj2,const4,trial5,traj2,cnn2,position,rmse_m,0.3903,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj3,const4,trial5,traj3,raw,position,rmse_m,0.4521,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj3,const4,trial5,traj3,fnn,position,rmse_m,0.3031,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn1,position,rmse_m,0.2991,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial5-traj3,const4,trial5,traj3,cnn2,position,rmse_m,0.3159,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj1,const4,trial6,traj1,raw,position,rmse_m,0.5498,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj1,const4,trial6,traj1,fnn,position,rmse_m,0.3202,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn1,position,rmse_m,0.3228,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj1,const4,trial6,traj1,cnn2,position,rmse_m,0.3313,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj2,const4,trial6,traj2,raw,position,rmse_m,0.5291,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj2,const4,trial6,traj2,fnn,position,rmse_m,0.4758,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn1,position,rmse_m,0.3616,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj2,const4,trial6,traj2,cnn2,position,rmse_m,0.408,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj3,const4,trial6,traj3,raw,position,rmse_m,0.5385,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj3,const4,trial6,traj3,fnn,position,rmse_m,0.3147,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn1,position,rmse_m,0.3216,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial6-traj3,const4,trial6,traj3,cnn2,position,rmse_m,0.3134,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manula1,const4,trial7,manula1,raw,position,rmse_m,0.4725,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manula1,const4,trial7,manula1,fnn,position,rmse_m,0.2794,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn1,position,rmse_m,0.3827,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manula1,const4,trial7,manula1,cnn2,position,rmse_m,0.3619,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual2,const4,trial7,manual2,raw,position,rmse_m,0.4992,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual2,const4,trial7,manual2,fnn,position,rmse_m,0.3326,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn1,position,rmse_m,0.3564,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual2,const4,trial7,manual2,cnn2,position,rmse_m,0.3514,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual3,const4,trial7,manual3,raw,position,rmse_m,0.3052,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual3,const4,trial7,manual3,fnn,position,rmse_m,0.2656,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn1,position,rmse_m,0.3269,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial7-manual3,const4,trial7,manual3,cnn2,position,rmse_m,0.2652,m,available,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_rms.xlsx
const4-trial1-traj1,const4,trial1,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj1,const4,trial1,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj1,const4,trial1,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj1,const4,trial1,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj2,const4,trial1,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj2,const4,trial1,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj2,const4,trial1,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj2,const4,trial1,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj3,const4,trial1,traj3,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj3,const4,trial1,traj3,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj3,const4,trial1,traj3,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial1-traj3,const4,trial1,traj3,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj1,const4,trial2,traj1,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj1,const4,trial2,traj1,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj1,const4,trial2,traj1,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj1,const4,trial2,traj1,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj2,const4,trial2,traj2,raw,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj2,const4,trial2,traj2,fnn,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj2,const4,trial2,traj2,cnn1,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
const4-trial2-traj2,const4,trial2,traj2,cnn2,position,mae_m,NaN,m,unavailable_in_source,C:\Users\ASUS\Desktop\aria thesis\uwb_imu_data_fusion_nn\result\result_position_ma.xlsx
